caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
3029,the snowboarder does a trick off the side of a large green building,3319899418_4bcf1b00d8.jpg,6,0.7241,0.7838,0.0597,"['3108732084_565b423162.jpg', '2332540384_4cf26406a9.jpg', '3170551725_1276644eab.jpg']","[0.7838, 0.777, 0.7679]"
3034,a man in a hat sits on a sofa with an infant,3321516504_5ee97771cb.jpg,10,0.5756,0.7138,0.1381,"['2837640996_0183db8d93.jpg', '2556392380_ee57514233.jpg', '3399944164_ec24123945.jpg']","[0.7138, 0.6815, 0.6288]"
3035,the skateboarder is jumping over a ramp,3323988406_e3c8fce690.jpg,-1,0.6074,0.8903,0.2829,"['2876494009_9f96d7eaf2.jpg', '2332540384_4cf26406a9.jpg', '3240351042_5d29c94b0e.jpg']","[0.8903, 0.8325, 0.7326]"
3036,a lone skateboarder jumping a huge skateboarding ramp,3323988406_e3c8fce690.jpg,8,0.6638,0.7977,0.1339,"['2876494009_9f96d7eaf2.jpg', '2332540384_4cf26406a9.jpg', '3240351042_5d29c94b0e.jpg']","[0.7977, 0.7535, 0.7472]"
3037,a man dressed all in black performs a trick on a rail while wearing inline skates,3323988406_e3c8fce690.jpg,-1,0.4273,0.7431,0.3158,"['2700147489_f1664f2b61.jpg', '3446762868_06e9d9d899.jpg', '3438858409_136345fa07.jpg']","[0.7431, 0.7208, 0.7178]"
3038,an inline skater doing a jump on a ramp,3323988406_e3c8fce690.jpg,5,0.658,0.8916,0.2337,"['2332540384_4cf26406a9.jpg', '2876494009_9f96d7eaf2.jpg', '3240351042_5d29c94b0e.jpg']","[0.8916, 0.8524, 0.8234]"
3039,a skateboarder makes a jump off a ramp,3323988406_e3c8fce690.jpg,-1,0.5907,0.8627,0.2721,"['2876494009_9f96d7eaf2.jpg', '2332540384_4cf26406a9.jpg', '1309330801_aeeb23f1ee.jpg']","[0.8627, 0.7907, 0.7392]"
3045,a lone snowboarder wearing a white jacket jumping into the air on the snowy mountains,3329169877_175cb16845.jpg,7,0.7011,0.8338,0.1327,"['3170551725_1276644eab.jpg', '3108732084_565b423162.jpg', '106514190_bae200f463.jpg']","[0.8338, 0.8122, 0.7588]"
3047,a snowboarder gets some air,3329169877_175cb16845.jpg,4,0.7854,0.8619,0.0765,"['3108732084_565b423162.jpg', '3248352729_ab264b2222.jpg', '2327088022_478dbd2c17.jpg']","[0.8619, 0.7944, 0.7884]"
3048,a snowboarder in green pants and a white jacket is jumping high in the air,3329169877_175cb16845.jpg,2,0.8269,0.8341,0.0073,"['3248352729_ab264b2222.jpg', '3329169877_175cb16845.jpg', '3108732084_565b423162.jpg']","[0.8341, 0.8269, 0.8222]"
3050,snowboarding practice on a snowy hillside,3329793486_afc16663cc.jpg,-1,0.5481,0.806,0.2579,"['3108732084_565b423162.jpg', '106514190_bae200f463.jpg', '3708743823_3e3e0554d1.jpg']","[0.806, 0.7625, 0.7509]"
3051,a snowboarder is riding down a ramp amidst snow,3329793486_afc16663cc.jpg,2,0.7933,0.8225,0.0292,"['3708743823_3e3e0554d1.jpg', '3329793486_afc16663cc.jpg', '3170551725_1276644eab.jpg']","[0.8225, 0.7933, 0.7769]"
3052,a snowboarder prepares to go over a ramp,3329793486_afc16663cc.jpg,7,0.681,0.8094,0.1284,"['2332540384_4cf26406a9.jpg', '3319899418_4bcf1b00d8.jpg', '3108732084_565b423162.jpg']","[0.8094, 0.7602, 0.744]"
3053,a man on a snowboard is grinding a ramp,3329793486_afc16663cc.jpg,6,0.6414,0.7781,0.1367,"['2332540384_4cf26406a9.jpg', '3708743823_3e3e0554d1.jpg', '3170551725_1276644eab.jpg']","[0.7781, 0.7018, 0.6768]"
3054,a skier on a snowy ski jump,3329793486_afc16663cc.jpg,-1,0.5029,0.7716,0.2687,"['3248352729_ab264b2222.jpg', '3241965735_8742782a70.jpg', '3254645823_a7c072481c.jpg']","[0.7716, 0.7645, 0.7453]"
3055,a dog holds a large stick in its mouth in the woods,3330935489_9cb67ca36b.jpg,4,0.7146,0.7875,0.0729,"['2198964806_c57b0534d3.jpg', '2066241589_b80e9f676c.jpg', '2480832276_fa55480ecb.jpg']","[0.7875, 0.7712, 0.7204]"
3056,a dog takes a large stick in its mouth,3330935489_9cb67ca36b.jpg,5,0.6834,0.759,0.0756,"['2198964806_c57b0534d3.jpg', '467858872_f3431df682.jpg', '2480832276_fa55480ecb.jpg']","[0.759, 0.7031, 0.6904]"
3057,a small white dog pulls a large stick out of the water,3330935489_9cb67ca36b.jpg,-1,0.249,0.7937,0.5447,"['3712742641_641282803e.jpg', '3315110972_1090d11728.jpg', '358875403_f357f03713.jpg']","[0.7937, 0.6996, 0.6788]"
3058,a white pug dog is biting and trying to pull a large stick out of some water,3330935489_9cb67ca36b.jpg,-1,0.2606,0.6685,0.4079,"['2209496328_2a34fd201d.jpg', '3712742641_641282803e.jpg', '3336361161_c06cdd160e.jpg']","[0.6685, 0.6621, 0.6597]"
3059,the white dog is pulling a large stick,3330935489_9cb67ca36b.jpg,-1,0.5682,0.7995,0.2313,"['467858872_f3431df682.jpg', '416106657_cab2a107a5.jpg', '3336361161_c06cdd160e.jpg']","[0.7995, 0.7366, 0.6879]"
3061,two young men are playing guitars in the corner of a room,3332202255_a30c522664.jpg,-1,0.482,0.7611,0.2791,"['3619232550_0b1e1fd4e4.jpg', '3318995586_c2bc50b92e.jpg', '3086523890_fd9394af8b.jpg']","[0.7611, 0.7235, 0.7151]"
3063,one guy sings while another plays guitar,3332202255_a30c522664.jpg,3,0.7777,0.7803,0.0025,"['3305767464_d64a336f60.jpg', '3619232550_0b1e1fd4e4.jpg', '3332202255_a30c522664.jpg']","[0.7803, 0.7788, 0.7777]"
3064,a man with a white guitar plays with another in a striped shirt,3332202255_a30c522664.jpg,3,0.7543,0.7988,0.0446,"['3305767464_d64a336f60.jpg', '3619232550_0b1e1fd4e4.jpg', '3332202255_a30c522664.jpg']","[0.7988, 0.7982, 0.7543]"
3067,the man falls out of the sidecar into a puddle during the race,3335370208_460fc19bfa.jpg,-1,0.2266,0.6433,0.4167,"['195962284_e57178054a.jpg', '3649307685_60c1294d2a.jpg', '3613005134_bb7f304da1.jpg']","[0.6433, 0.6336, 0.6191]"
3073,a dog is eating peanut butter out of a jar,3336361161_c06cdd160e.jpg,2,0.7813,0.7918,0.0104,"['516214924_c2a4364cb3.jpg', '3336361161_c06cdd160e.jpg', '458735196_176e7df6b3.jpg']","[0.7918, 0.7813, 0.781]"
3075,a black dog in snow is jumping off the ground to catch a stick,3338217927_3c5cf3f7c6.jpg,-1,0.4068,0.6261,0.2193,"['3264678536_46601d25f0.jpg', '3019857541_3de3e24f54.jpg', '3383545083_1d7c95b003.jpg']","[0.6261, 0.6241, 0.6175]"
3076,a dog jumping for a frisbee in the snow,3338217927_3c5cf3f7c6.jpg,-1,0.4887,0.719,0.2303,"['3257277774_aba333a94c.jpg', '2115631346_9585a479b0.jpg', '3036596725_541bbe0955.jpg']","[0.719, 0.6464, 0.595]"
3077,a dog jumps to catch a toy in the snow,3338217927_3c5cf3f7c6.jpg,-1,0.4238,0.8095,0.3857,"['3257277774_aba333a94c.jpg', '410422753_de506155fa.jpg', '3108732084_565b423162.jpg']","[0.8095, 0.6768, 0.5941]"
3078,a dog plays in the snow,3338217927_3c5cf3f7c6.jpg,8,0.6362,0.8066,0.1704,"['421808539_57abee6d55.jpg', '3338291921_fe7ae0c8f8.jpg', '2148916767_644ea6a7fa.jpg']","[0.8066, 0.7373, 0.7249]"
3079,black dog jumping into the air to catch a toy in the snow,3338217927_3c5cf3f7c6.jpg,-1,0.3628,0.7217,0.3589,"['2335619125_2e2034f2c3.jpg', '428796930_476a3d6395.jpg', '400562847_e15aba0aac.jpg']","[0.7217, 0.7112, 0.6597]"
3081,a dog with something pink in its mouth is looking forward,3338291921_fe7ae0c8f8.jpg,10,0.636,0.7435,0.1074,"['458735196_176e7df6b3.jpg', '1527297882_dededc7891.jpg', '2311690895_0d6efe11c8.jpg']","[0.7435, 0.6972, 0.6792]"
3083,a brown dog in the snow has something hot pink in its mouth,3338291921_fe7ae0c8f8.jpg,2,0.7553,0.7627,0.0074,"['516214924_c2a4364cb3.jpg', '3338291921_fe7ae0c8f8.jpg', '2949353587_64c54e9589.jpg']","[0.7627, 0.7553, 0.6703]"
3085,a woman in purple is on a purple bike wearing a blue and red helmet,3339586622_a7676b30e1.jpg,-1,0.1454,0.7535,0.608,"['3474985008_0a827cd340.jpg', '2998024845_1529c11694.jpg', '3671933270_d124e9a1a4.jpg']","[0.7535, 0.7495, 0.7419]"
3086,a woman wearing a helmet rides her bike down a steep incline,3339586622_a7676b30e1.jpg,-1,-0.0847,0.8128,0.8975,"['2308108566_2cba6bca53.jpg', '3474985008_0a827cd340.jpg', '95728660_d47de66544.jpg']","[0.8128, 0.7051, 0.689]"
3087,a woman wearing purple on a purple bike doing a trick on a ramp,3339586622_a7676b30e1.jpg,-1,0.3795,0.7665,0.387,"['3729405438_6e79077ab2.jpg', '3476451861_5b9c9ce191.jpg', '3531811969_49af4c22f0.jpg']","[0.7665, 0.7468, 0.7114]"
3088,the helmeted girl perches on a bike,3339586622_a7676b30e1.jpg,-1,0.1512,0.7292,0.5779,"['3476451861_5b9c9ce191.jpg', '2192411521_9c7e488c5e.jpg', '2355819665_39021ff642.jpg']","[0.7292, 0.7145, 0.7069]"
3089,the woman is performing a trick on a ramp with a bicycle,3339586622_a7676b30e1.jpg,-1,0.4675,0.7829,0.3154,"['3531811969_49af4c22f0.jpg', '3649916507_b88a3d2082.jpg', '3476451861_5b9c9ce191.jpg']","[0.7829, 0.7048, 0.6545]"
3090,a rottweiler carries a very long stick in his mouth through the woods,333973142_abcd151002.jpg,-1,0.4813,0.7469,0.2657,"['281754914_bc8119a0ed.jpg', '2480832276_fa55480ecb.jpg', '2066241589_b80e9f676c.jpg']","[0.7469, 0.7082, 0.7062]"
3091,a dog carries a large stick,333973142_abcd151002.jpg,9,0.5245,0.8144,0.2898,"['2198964806_c57b0534d3.jpg', '2066241589_b80e9f676c.jpg', '2986716822_e220754d32.jpg']","[0.8144, 0.7409, 0.7369]"
3094,a brown and black dog carries a precariously long stick in his mouth in the wooded area,333973142_abcd151002.jpg,7,0.6261,0.8563,0.2302,"['2198964806_c57b0534d3.jpg', '2066241589_b80e9f676c.jpg', '2986716822_e220754d32.jpg']","[0.8563, 0.8227, 0.8082]"
3099,the green hilly countryside is where the people are gathered to sit down,3340575518_137ce2695f.jpg,-1,0.4772,0.7405,0.2633,"['3638374272_444f5e0457.jpg', '181777261_84c48b31cb.jpg', '3707283973_5cdaa39340.jpg']","[0.7405, 0.683, 0.677]"
3100,two people dressed in green and red costumes are outside on the sidewalk,3342272425_804316cb3d.jpg,-1,0.4986,0.8268,0.3282,"['440184957_267f3f3a2b.jpg', '536537638_f5ee42410b.jpg', '1389264266_8170bc1c54.jpg']","[0.8268, 0.8154, 0.6938]"
3101,two people in lavish costumes standing on the street,3342272425_804316cb3d.jpg,-1,0.5174,0.7647,0.2473,"['1389264266_8170bc1c54.jpg', '3655964639_21e76383d0.jpg', '440184957_267f3f3a2b.jpg']","[0.7647, 0.7646, 0.7643]"
3102,people in costumes are walking around in the street,3342272425_804316cb3d.jpg,-1,0.4705,0.8222,0.3517,"['2834103050_512e5b330a.jpg', '3655964639_21e76383d0.jpg', '2760715910_87c7bdeb87.jpg']","[0.8222, 0.7485, 0.725]"
3103,a person in a green feathered costume is bending down in front of a woman with painted breasts,3342272425_804316cb3d.jpg,-1,0.4222,0.8653,0.4431,"['3688839836_ba5e4c24fc.jpg', '3174726084_c108de0a64.jpg', '1093737381_b313cd49ff.jpg']","[0.8653, 0.8229, 0.7152]"
3104,a woman in a green costume is standing in front of a topless woman with painted breasts,3342272425_804316cb3d.jpg,-1,0.4444,0.8571,0.4128,"['440184957_267f3f3a2b.jpg', '3688839836_ba5e4c24fc.jpg', '3184031654_34b5c4ffe1.jpg']","[0.8571, 0.6719, 0.659]"
3105,a girl is standing on a graffiti covered stone with something in her mouth,3345025842_bc2082a509.jpg,-1,0.1943,0.7215,0.5271,"['486917990_72bd4069af.jpg', '758921886_55a351dd67.jpg', '3106340185_80d0cb770a.jpg']","[0.7215, 0.6928, 0.555]"
3106,a girl is standing on a painted slab of cement and twisting her body to look up at the camera,3345025842_bc2082a509.jpg,-1,0.2286,0.747,0.5184,"['2086678529_b3301c2d71.jpg', '1093737381_b313cd49ff.jpg', '2522467011_cc825d89ac.jpg']","[0.747, 0.7344, 0.6912]"
3107,a girl poses for the camera with her mouth open and a yellow stick coming out of it,3345025842_bc2082a509.jpg,-1,-0.1007,0.7666,0.8673,"['911795495_342bb15b97.jpg', '2909875716_25c8652614.jpg', '3517362674_0f5296de19.jpg']","[0.7666, 0.7541, 0.7137]"
3108,a girl stands on a graffitied wall her head skewed sideways,3345025842_bc2082a509.jpg,-1,0.2829,0.7367,0.4538,"['2504277798_936a09c74d.jpg', '3106340185_80d0cb770a.jpg', '540604040_bec822c144.jpg']","[0.7367, 0.6963, 0.5997]"
3109,the girl in the jacket is on the cement with a sucker in her mouth and a bike to the right,3345025842_bc2082a509.jpg,-1,0.262,0.7338,0.4718,"['2192411521_9c7e488c5e.jpg', '954987350_a0c608b467.jpg', '2355819665_39021ff642.jpg']","[0.7338, 0.6765, 0.6614]"
3110,two men walk together outdoors carrying red bags from a store,3347500603_13670ee6bf.jpg,8,0.5974,0.7953,0.1979,"['445861800_75fc6a8c16.jpg', '2891240104_6755281868.jpg', '2815256108_fc1302117d.jpg']","[0.7953, 0.6909, 0.6761]"
3111,two men walking by a fence holding red shopping bags,3347500603_13670ee6bf.jpg,2,0.7507,0.8029,0.0522,"['445861800_75fc6a8c16.jpg', '3347500603_13670ee6bf.jpg', '2344412916_9a5a9b1c82.jpg']","[0.8029, 0.7507, 0.7502]"
3112,two men are carrying red bags on the street beside a white metal fence,3347500603_13670ee6bf.jpg,-1,0.5522,0.6958,0.1436,"['2344412916_9a5a9b1c82.jpg', '268365231_a0acecdc45.jpg', '2970183443_accd597e0a.jpg']","[0.6958, 0.6523, 0.6365]"
3113,two asian men walking down the street holding red bags,3347500603_13670ee6bf.jpg,10,0.6019,0.8357,0.2339,"['445861800_75fc6a8c16.jpg', '2222559267_6fd31e3941.jpg', '3393446245_37dd3f3b59.jpg']","[0.8357, 0.8339, 0.7188]"
3114,two asian men walking with red bags,3347500603_13670ee6bf.jpg,-1,0.6007,0.7839,0.1832,"['445861800_75fc6a8c16.jpg', '3125158798_0743dae56e.jpg', '2222559267_6fd31e3941.jpg']","[0.7839, 0.7604, 0.7559]"
3115,a group of children wearing blue and yellow uniforms put their hangs together,3347701468_bb0001b035.jpg,-1,0.3031,0.6613,0.3581,"['2540751930_d71c7f5622.jpg', '3328535573_33c3cd5b59.jpg', '2856080862_95d793fa9d.jpg']","[0.6613, 0.6136, 0.5967]"
3116,a soccer team with blue jerseys is huddled together with their hands touching above their heads,3347701468_bb0001b035.jpg,2,0.7881,0.7913,0.0032,"['3195188609_01afbe46e6.jpg', '3347701468_bb0001b035.jpg', '2194495372_bdac7d9e71.jpg']","[0.7913, 0.7881, 0.7708]"
3117,a young flag football team are huddled together,3347701468_bb0001b035.jpg,-1,0.5863,0.7286,0.1423,"['2939371251_f923569a72.jpg', '241347547_902725b9f8.jpg', '241347803_afb04b12c4.jpg']","[0.7286, 0.7218, 0.7052]"
3118,boys huddle during a soccer game,3347701468_bb0001b035.jpg,-1,0.6099,0.8605,0.2506,"['3506607642_40037b3fbf.jpg', '3363836972_c87b58c948.jpg', '269986132_91b71e8aaa.jpg']","[0.8605, 0.81, 0.7784]"
3119,soccer players in blue before a game,3347701468_bb0001b035.jpg,5,0.8116,0.9337,0.1221,"['269986132_91b71e8aaa.jpg', '2194495372_bdac7d9e71.jpg', '3380072636_4cd59385fd.jpg']","[0.9337, 0.8746, 0.8561]"
3120,the male teenager is break dancing on the red and black tiled floor,3348208268_6d97d951eb.jpg,3,0.7054,0.7358,0.0304,"['206087108_d4557d38ee.jpg', '3613005134_bb7f304da1.jpg', '3348208268_6d97d951eb.jpg']","[0.7358, 0.7055, 0.7054]"
3121,one man watches while another breakdances balancing himself for a moment on one hand,3348208268_6d97d951eb.jpg,10,0.5752,0.7915,0.2162,"['3630332976_fdba22c50b.jpg', '3674168459_6245f4f658.jpg', '206087108_d4557d38ee.jpg']","[0.7915, 0.744, 0.639]"
3122,guy break dancing on brick floor in front of students union,3348208268_6d97d951eb.jpg,7,0.6999,0.8418,0.1419,"['518789868_8895ef8792.jpg', '3503011427_a4ee547c77.jpg', '3394586927_eae7732b64.jpg']","[0.8418, 0.8246, 0.81]"
3123,a boy in a black cap break dancing,3348208268_6d97d951eb.jpg,-1,0.5032,0.6965,0.1933,"['1860543210_47e94cf652.jpg', '206087108_d4557d38ee.jpg', '3630332976_fdba22c50b.jpg']","[0.6965, 0.6892, 0.6791]"
3124,a young adult dances on his hand,3348208268_6d97d951eb.jpg,8,0.6069,0.6764,0.0695,"['3726700898_c50494b8bd.jpg', '1860543210_47e94cf652.jpg', '3630332976_fdba22c50b.jpg']","[0.6764, 0.6752, 0.6603]"
3125,a boy jumps off of an open air staircase,3348811097_0e09baa26f.jpg,6,0.7295,0.8433,0.1138,"['3472066410_065b4f99d3.jpg', '3029472296_d429b1586c.jpg', '2922512807_d382528a93.jpg']","[0.8433, 0.801, 0.7781]"
3126,a person jumping off of an outdoor staircase,3348811097_0e09baa26f.jpg,5,0.7293,0.8248,0.0955,"['2922512807_d382528a93.jpg', '3029472296_d429b1586c.jpg', '3472066410_065b4f99d3.jpg']","[0.8248, 0.767, 0.7605]"
3127,a person jumping step railing,3348811097_0e09baa26f.jpg,8,0.7206,0.8515,0.1309,"['2351479551_e8820a1ff3.jpg', '2922512807_d382528a93.jpg', '3323988406_e3c8fce690.jpg']","[0.8515, 0.7992, 0.787]"
3129,the young man wearing a blue sweatshirt and blue jeans is hopping over the railing on the fence,3348811097_0e09baa26f.jpg,-1,0.6306,0.7392,0.1086,"['2456907314_49bc4591c4.jpg', '2968135512_51fbb56e3e.jpg', '2922512807_d382528a93.jpg']","[0.7392, 0.7134, 0.7088]"
3130,a group of people on the slopes a person is skating boarding and a bunch of people are surrounding him,3351493005_6e5030f596.jpg,-1,0.4983,0.6992,0.2009,"['219730733_6a55382dd2.jpg', '3697378565_7060d9281a.jpg', '2718376488_3c62f7642c.jpg']","[0.6992, 0.6334, 0.6034]"
3131,airborne snowboarder in front of a crowd,3351493005_6e5030f596.jpg,-1,0.4539,0.7732,0.3193,"['3108732084_565b423162.jpg', '3329169877_175cb16845.jpg', '3248352729_ab264b2222.jpg']","[0.7732, 0.717, 0.6853]"
3132,a snowboarder in the air as others watch,3351493005_6e5030f596.jpg,-1,0.5557,0.8856,0.3299,"['3108732084_565b423162.jpg', '3248352729_ab264b2222.jpg', '2327088022_478dbd2c17.jpg']","[0.8856, 0.7978, 0.7413]"
3133,a snowboarder jumps high,3351493005_6e5030f596.jpg,-1,0.2805,0.789,0.5084,"['3108732084_565b423162.jpg', '3254645823_a7c072481c.jpg', '3329793486_afc16663cc.jpg']","[0.789, 0.7477, 0.7384]"
3134,a snowboarder jumps while spectators watch,3351493005_6e5030f596.jpg,-1,0.5595,0.85,0.2905,"['3108732084_565b423162.jpg', '3170551725_1276644eab.jpg', '3254645823_a7c072481c.jpg']","[0.85, 0.7968, 0.7738]"
3135,five men are getting plates of rice from a small home restaurant,3351667846_ac43118ae5.jpg,-1,0.3745,0.7652,0.3906,"['3042380610_c5ea61eef8.jpg', '3105929913_94a6882e25.jpg', '3084018061_df66d98325.jpg']","[0.7652, 0.7587, 0.7416]"
3136,a man wearing a red striped shirt reaches for a plate of food while others wait,3351667846_ac43118ae5.jpg,-1,0.3672,0.6979,0.3307,"['3305767464_d64a336f60.jpg', '1418019748_51c7d59c11.jpg', '3399944164_ec24123945.jpg']","[0.6979, 0.6902, 0.6892]"
3137,people in line for plates of rice,3351667846_ac43118ae5.jpg,-1,0.5567,0.7587,0.2021,"['3640109324_3ce89e4d1a.jpg', '3042380610_c5ea61eef8.jpg', '2623247254_3bfc795121.jpg']","[0.7587, 0.7482, 0.6972]"
3138,african american men receiving plates of food out of a window,3351667846_ac43118ae5.jpg,-1,0.5308,0.7474,0.2166,"['3057497487_57ecc60ff1.jpg', '3392019836_c7aeebca1c.jpg', '2623247254_3bfc795121.jpg']","[0.7474, 0.6757, 0.6692]"
3139,a group of men wait in line to recieve food at a window,3351667846_ac43118ae5.jpg,-1,0.3157,0.7378,0.4221,"['3697378565_7060d9281a.jpg', '3433470650_a8b1c27173.jpg', '3535879138_9281dc83d5.jpg']","[0.7378, 0.7024, 0.6947]"
3140,two blonde female wrestlers in the ring,3352697012_751b079bbb.jpg,8,0.5638,0.71,0.1461,"['3403263046_3cc701a07a.jpg', '2830869109_c4e403eae6.jpg', '3442978981_53bf1f45f3.jpg']","[0.71, 0.7016, 0.6272]"
3141,two female professional wrestlers are in a ring in the air and about to hit the floor,3352697012_751b079bbb.jpg,3,0.7286,0.7525,0.0239,"['1991806812_065f747689.jpg', '2830869109_c4e403eae6.jpg', '3352697012_751b079bbb.jpg']","[0.7525, 0.7339, 0.7286]"
3142,two female wrestlers with long blonde hair fighting in front of a crowd,3352697012_751b079bbb.jpg,5,0.628,0.7227,0.0946,"['3674168459_6245f4f658.jpg', '2830869109_c4e403eae6.jpg', '3442978981_53bf1f45f3.jpg']","[0.7227, 0.683, 0.6797]"
3143,two women wrestle in front of a crowd,3352697012_751b079bbb.jpg,-1,0.5192,0.7616,0.2423,"['2204550058_2707d92338.jpg', '3319058642_885d756295.jpg', '654130822_4aeb1f1273.jpg']","[0.7616, 0.7081, 0.69]"
3144,two women wrestling in an arena,3352697012_751b079bbb.jpg,5,0.6496,0.7604,0.1108,"['3178599352_c57fdebcd2.jpg', '654130822_4aeb1f1273.jpg', '3319058642_885d756295.jpg']","[0.7604, 0.7194, 0.6897]"
3145,three people wait to cross a city street and one has a dog on a leash,3353278454_2f3a4d0bbc.jpg,4,0.7126,0.7964,0.0838,"['397547349_1fd14b95af.jpg', '2865376471_43c5e6b941.jpg', '3655964639_21e76383d0.jpg']","[0.7964, 0.7648, 0.7338]"
3146,three guys are waiting to cross the street one has a dog,3353278454_2f3a4d0bbc.jpg,7,0.6632,0.7202,0.057,"['397547349_1fd14b95af.jpg', '435827376_4384c3005a.jpg', '445861800_75fc6a8c16.jpg']","[0.7202, 0.7016, 0.6806]"
3147,the people await to cross the street while walking the dog,3353278454_2f3a4d0bbc.jpg,6,0.6873,0.8958,0.2085,"['397547349_1fd14b95af.jpg', '255330891_86d65dfdbf.jpg', '635444010_bd81c89ab7.jpg']","[0.8958, 0.7882, 0.7753]"
3148,a small dog walks with men in the city,3353278454_2f3a4d0bbc.jpg,10,0.6533,0.8515,0.1982,"['397547349_1fd14b95af.jpg', '245252561_4f20f1c89e.jpg', '2555535057_007501dae5.jpg']","[0.8515, 0.8065, 0.7364]"
3149,some people waiting to cross a busy street in portland oregon,3353278454_2f3a4d0bbc.jpg,2,0.7826,0.8563,0.0737,"['1643915227_9f48068772.jpg', '3353278454_2f3a4d0bbc.jpg', '3433470650_a8b1c27173.jpg']","[0.8563, 0.7826, 0.7186]"
3150,a snowboarder clothed in red is in the middle of a jump from a snowy hill,3357416302_fcfcdd7b86.jpg,-1,0.5303,0.934,0.4037,"['3108732084_565b423162.jpg', '3248352729_ab264b2222.jpg', '2272750492_91e8f67328.jpg']","[0.934, 0.8805, 0.7798]"
3151,a snowboarder in midair,3357416302_fcfcdd7b86.jpg,-1,0.4271,0.8146,0.3875,"['3108732084_565b423162.jpg', '2327088022_478dbd2c17.jpg', '226607225_44d696db6b.jpg']","[0.8146, 0.7439, 0.7268]"
3152,a snowboarder is doing a big jump and is in the air,3357416302_fcfcdd7b86.jpg,-1,0.5749,0.7762,0.2014,"['3248352729_ab264b2222.jpg', '3108732084_565b423162.jpg', '3319899418_4bcf1b00d8.jpg']","[0.7762, 0.7721, 0.755]"
3153,a snowboarder soars through the air,3357416302_fcfcdd7b86.jpg,-1,0.5061,0.869,0.3629,"['3108732084_565b423162.jpg', '3248352729_ab264b2222.jpg', '2327088022_478dbd2c17.jpg']","[0.869, 0.8096, 0.803]"
3154,the snowboarder is in the air,3357416302_fcfcdd7b86.jpg,-1,0.4749,0.7798,0.3049,"['3108732084_565b423162.jpg', '2327088022_478dbd2c17.jpg', '3215315009_47577bf8f7.jpg']","[0.7798, 0.743, 0.7167]"
3155,man in red white and blue sport uniform on field with soccer ball above ground in front of him,3363836972_c87b58c948.jpg,6,0.7656,0.891,0.1254,"['3522749949_fb615cee47.jpg', '269986132_91b71e8aaa.jpg', '2962977152_9d6958fdd5.jpg']","[0.891, 0.8284, 0.7976]"
3156,a soccer player prepares to kick the ball,3363836972_c87b58c948.jpg,2,0.8528,0.8643,0.0115,"['3522749949_fb615cee47.jpg', '3363836972_c87b58c948.jpg', '2962977152_9d6958fdd5.jpg']","[0.8643, 0.8528, 0.801]"
3157,view of a soccer ball being kicked into a goal net,3363836972_c87b58c948.jpg,-1,0.5405,0.6858,0.1452,"['3380072636_4cd59385fd.jpg', '3584406900_039f30b34c.jpg', '3254645823_a7c072481c.jpg']","[0.6858, 0.6793, 0.6564]"
3158,a soccer player kicking a goal in,3363836972_c87b58c948.jpg,3,0.663,0.7912,0.1282,"['3538021517_b930dc76fc.jpg', '3380072636_4cd59385fd.jpg', '3363836972_c87b58c948.jpg']","[0.7912, 0.757, 0.663]"
3159,a soccer player kicks a ball into the unmanned goal,3363836972_c87b58c948.jpg,3,0.7019,0.7977,0.0958,"['3380072636_4cd59385fd.jpg', '3538021517_b930dc76fc.jpg', '3363836972_c87b58c948.jpg']","[0.7977, 0.796, 0.7019]"
3160,a lone hiker treks through deep snow near rocky peaks,336551609_1385ab139e.jpg,2,0.867,0.8682,0.0012,"['56494233_1824005879.jpg', '336551609_1385ab139e.jpg', '3621647714_fc67ab2617.jpg']","[0.8682, 0.867, 0.8655]"
3161,a mountain climber on a snowy plain near a mountaintop,336551609_1385ab139e.jpg,-1,0.7156,0.9133,0.1977,"['224273695_0b517bd0eb.jpg', '56494233_1824005879.jpg', '106514190_bae200f463.jpg']","[0.9133, 0.901, 0.8629]"
3162,a person travels down a snowy path into the mountains,336551609_1385ab139e.jpg,-1,0.6537,0.7821,0.1284,"['3621647714_fc67ab2617.jpg', '3166578139_33500f7e8a.jpg', '3012513414_86180c44cb.jpg']","[0.7821, 0.7764, 0.7361]"
3163,on a mountaintop a climber is seen in the distance black figure against white snow,336551609_1385ab139e.jpg,-1,0.4258,0.7613,0.3355,"['3012513414_86180c44cb.jpg', '136639119_6040b00946.jpg', '106514190_bae200f463.jpg']","[0.7613, 0.7583, 0.7378]"
3164,someone is walking through the snow with snow covered mountains behind them,336551609_1385ab139e.jpg,-1,0.713,0.8749,0.1618,"['224273695_0b517bd0eb.jpg', '56494233_1824005879.jpg', '106514190_bae200f463.jpg']","[0.8749, 0.8696, 0.8223]"
3166,two hikers with backpacks crossing a snow field,336551615_a01418bc53.jpg,8,0.6341,0.8437,0.2096,"['3264650118_be7df266e7.jpg', '2272823323_3b7291cd47.jpg', '530661899_94655d7d0e.jpg']","[0.8437, 0.8258, 0.7516]"
3167,people with equipment climbing up a snowy mountain,336551615_a01418bc53.jpg,-1,0.5683,0.7851,0.2168,"['2053733930_e245615ad4.jpg', '413737417_b0a8b445e9.jpg', '56494233_1824005879.jpg']","[0.7851, 0.7707, 0.7098]"
