caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
2410,five people are sitting in a bar while a tv plays nearby,3084018061_df66d98325.jpg,9,0.5631,0.72,0.1569,"['2602258549_7401a3cdae.jpg', '3631474374_e40764d153.jpg', '3319338707_892ae2a660.jpg']","[0.72, 0.6721, 0.6455]"
2411,older men at bar drinking alcohol,3084018061_df66d98325.jpg,3,0.6862,0.7342,0.048,"['3105929913_94a6882e25.jpg', '3066338314_2c3fb731d1.jpg', '3084018061_df66d98325.jpg']","[0.7342, 0.6884, 0.6862]"
2412,three men drink at a reflective bar,3084018061_df66d98325.jpg,3,0.6734,0.7371,0.0637,"['3210419174_d083a16f77.jpg', '2380464803_a64f05bfa9.jpg', '3084018061_df66d98325.jpg']","[0.7371, 0.7214, 0.6734]"
2413,three men stand at a bar with drinks,3084018061_df66d98325.jpg,2,0.7158,0.7541,0.0383,"['2380464803_a64f05bfa9.jpg', '3084018061_df66d98325.jpg', '3199895624_4f01798c6f.jpg']","[0.7541, 0.7158, 0.7046]"
2414,three men stand in a bar with a purple counter,3084018061_df66d98325.jpg,4,0.616,0.6699,0.0539,"['3442844140_15aa45e9b8.jpg', '3497234632_6ec740fc1e.jpg', '3716277216_c04002be81.jpg']","[0.6699, 0.6408, 0.6187]"
2415,two women in very colorful costumes stand next to a man dressed in all white,3084034954_fe5737197d.jpg,5,0.6447,0.7049,0.0601,"['470887791_86d5a08a38.jpg', '440184957_267f3f3a2b.jpg', '536537638_f5ee42410b.jpg']","[0.7049, 0.6898, 0.6486]"
2416,a white suited man stands between two showgirls in a casino foyer,3084034954_fe5737197d.jpg,-1,0.3099,0.727,0.4171,"['2891240104_6755281868.jpg', '561179884_8b6b925ef9.jpg', '3342272425_804316cb3d.jpg']","[0.727, 0.711, 0.5908]"
2417,a man in a white suit is standing with two women,3084034954_fe5737197d.jpg,-1,0.3933,0.7748,0.3815,"['3139160252_75109e9e05.jpg', '3098714492_19939e3b19.jpg', '3199895624_4f01798c6f.jpg']","[0.7748, 0.7553, 0.7209]"
2418,a man at a casino hugging two colorfully dressed show girls,3084034954_fe5737197d.jpg,-1,0.5739,0.7037,0.1299,"['3145967019_1a83ebf712.jpg', '3404552106_f516df0f5b.jpg', '954987350_a0c608b467.jpg']","[0.7037, 0.6699, 0.6564]"
2419,a man stands in the middle of two woman dressed in brightly colored costumes,3084034954_fe5737197d.jpg,5,0.6827,0.8539,0.1712,"['440184957_267f3f3a2b.jpg', '3638783842_af08dbb518.jpg', '3184031654_34b5c4ffe1.jpg']","[0.8539, 0.7821, 0.7793]"
2420,a big brown dog plays with a small white dog near a ball,3086523890_fd9394af8b.jpg,-1,0.473,0.7358,0.2628,"['3494345896_dd6b32cfa3.jpg', '684375286_09cc1aa778.jpg', '496971341_22782195f0.jpg']","[0.7358, 0.6312, 0.5949]"
2421,a brown dog is jumping on top of a smaller white dog and there is a colorful ball on the floor,3086523890_fd9394af8b.jpg,9,0.5296,0.6864,0.1568,"['539750844_02a07ec524.jpg', '2616561200_ea079f285a.jpg', '3155390408_8e1a81efb2.jpg']","[0.6864, 0.6746, 0.6537]"
2422,a large brown and a small white dog play indoors on a carpet,3086523890_fd9394af8b.jpg,2,0.747,0.7711,0.0241,"['351876121_c7c0221928.jpg', '3086523890_fd9394af8b.jpg', '2550109269_bc4262bd27.jpg']","[0.7711, 0.747, 0.741]"
2423,the fat brown dog is standing over the little white dog,3086523890_fd9394af8b.jpg,-1,0.514,0.8014,0.2874,"['2419221084_01a14176b4.jpg', '2902486045_6298eb22ef.jpg', '684375286_09cc1aa778.jpg']","[0.8014, 0.7175, 0.6349]"
2424,two dogs play together,3086523890_fd9394af8b.jpg,4,0.6254,0.8283,0.2029,"['424506167_01f365726b.jpg', '2314722788_6262c3aa40.jpg', '2981372647_2061278c60.jpg']","[0.8283, 0.7018, 0.6692]"
2425,a man wearing glasses and black clothing is sitting while a man in a vest drinks in the background,3091962081_194f2f3bd4.jpg,2,0.7375,0.7457,0.0082,"['3105929913_94a6882e25.jpg', '3091962081_194f2f3bd4.jpg', '2551344688_17a12a6948.jpg']","[0.7457, 0.7375, 0.7268]"
2427,a saltandpepperhaired man with beard and glasses wearing black sits on the grass,3091962081_194f2f3bd4.jpg,2,0.7009,0.7511,0.0502,"['3495490064_8db40a83af.jpg', '3091962081_194f2f3bd4.jpg', '2565350330_c7f305e7f7.jpg']","[0.7511, 0.7009, 0.6455]"
2428,closeup of a man at an event with formal attire,3091962081_194f2f3bd4.jpg,-1,0.1668,0.6637,0.4969,"['58368365_03ed3e5bdf.jpg', '530661899_94655d7d0e.jpg', '3627676364_1dc9294ec5.jpg']","[0.6637, 0.6509, 0.6133]"
2429,the man is dressed in black and smiling while another man is drinking and an elderly woman is standing near a fence,3091962081_194f2f3bd4.jpg,3,0.6334,0.6936,0.0602,"['2925737498_57585a7ed9.jpg', '2219959872_988e6d498e.jpg', '3091962081_194f2f3bd4.jpg']","[0.6936, 0.6724, 0.6334]"
2430,two guys dressed in tuxes with red ties,3098707588_5096d20397.jpg,-1,0.5438,0.8107,0.2669,"['470887791_86d5a08a38.jpg', '536537638_f5ee42410b.jpg', '2272823323_3b7291cd47.jpg']","[0.8107, 0.7256, 0.6987]"
2432,two men dressed up share a toast,3098707588_5096d20397.jpg,-1,0.4472,0.8257,0.3785,"['2891240104_6755281868.jpg', '3640109324_3ce89e4d1a.jpg', '95734035_84732a92c1.jpg']","[0.8257, 0.7965, 0.6502]"
2433,two men in matching suits are smiling and drinking,3098707588_5096d20397.jpg,6,0.6369,0.7985,0.1617,"['3105929913_94a6882e25.jpg', '2924884899_f512c84332.jpg', '2551344688_17a12a6948.jpg']","[0.7985, 0.7555, 0.7049]"
2434,two men in suits laugh and hold drinks,3098707588_5096d20397.jpg,3,0.7442,0.8072,0.063,"['3105929913_94a6882e25.jpg', '2924884899_f512c84332.jpg', '3098707588_5096d20397.jpg']","[0.8072, 0.7458, 0.7442]"
2440,a group of people sitting on benches at a city park,310213587_778fe8fb5b.jpg,2,0.6903,0.6938,0.0035,"['2525666287_638ab5e784.jpg', '310213587_778fe8fb5b.jpg', '3328535573_33c3cd5b59.jpg']","[0.6938, 0.6903, 0.6777]"
2441,a man drinking a beverage and holding a plastic bag far away from the other people,310213587_778fe8fb5b.jpg,-1,0.1701,0.7713,0.6011,"['2924884899_f512c84332.jpg', '3640109324_3ce89e4d1a.jpg', '1429723917_6af585e4c0.jpg']","[0.7713, 0.74, 0.7178]"
2442,a man drinking a soda is standing in front of a bench near a group of people sitting,310213587_778fe8fb5b.jpg,4,0.6174,0.6672,0.0498,"['3091962081_194f2f3bd4.jpg', '3433470650_a8b1c27173.jpg', '3627676364_1dc9294ec5.jpg']","[0.6672, 0.6573, 0.6189]"
2443,a man in black clothes and a blue hat is taking a drink and holding a shopping bag,310213587_778fe8fb5b.jpg,-1,-0.0737,0.7011,0.7748,"['1429723917_6af585e4c0.jpg', '2924884899_f512c84332.jpg', '1418019748_51c7d59c11.jpg']","[0.7011, 0.6441, 0.6391]"
2444,a man is standing next to a bench drinking a soda while other people sit on a bench nearby,310213587_778fe8fb5b.jpg,3,0.5711,0.8494,0.2783,"['3091962081_194f2f3bd4.jpg', '3108378861_d2214d971e.jpg', '310213587_778fe8fb5b.jpg']","[0.8494, 0.5727, 0.5711]"
2446,religious people wearing white with bald heads hold their hands in a praying position,3105929913_94a6882e25.jpg,-1,0.3312,0.6716,0.3404,"['3694219419_a7a83d4886.jpg', '3301754574_465af5bf6d.jpg', '3174726084_c108de0a64.jpg']","[0.6716, 0.6479, 0.6444]"
2447,four people with shaved heads and white robes pose their hands in prayer,3105929913_94a6882e25.jpg,-1,0.3885,0.8958,0.5073,"['2728276857_3f83757ef2.jpg', '3242718240_3358f2d6e6.jpg', '3197891333_b1b0fd1702.jpg']","[0.8958, 0.7491, 0.6749]"
2449,four people with shaved heads and white robes praying,3105929913_94a6882e25.jpg,-1,0.3226,0.7748,0.4522,"['2728276857_3f83757ef2.jpg', '2621771656_09a620da6d.jpg', '2622971954_59f192922d.jpg']","[0.7748, 0.7066, 0.6367]"
2450,a man takes a picture out a window,3106340185_80d0cb770a.jpg,-1,0.2958,0.7281,0.4323,"['343662720_39e4067cd1.jpg', '1418019748_51c7d59c11.jpg', '1298866571_b4c496b71c.jpg']","[0.7281, 0.6794, 0.6572]"
2451,a shirtless man looks out a window,3106340185_80d0cb770a.jpg,-1,0.1986,0.6958,0.4972,"['343662720_39e4067cd1.jpg', '1418019748_51c7d59c11.jpg', '2925737498_57585a7ed9.jpg']","[0.6958, 0.6461, 0.641]"
2452,half naked man leaning out of window taking pictures,3106340185_80d0cb770a.jpg,-1,0.3703,0.7238,0.3534,"['1418019748_51c7d59c11.jpg', '1414820925_3504c394e1.jpg', '2891240104_6755281868.jpg']","[0.7238, 0.713, 0.6729]"
2453,the man is going to take a picture from the open window,3106340185_80d0cb770a.jpg,-1,0.465,0.7603,0.2954,"['3394586927_eae7732b64.jpg', '3503011427_a4ee547c77.jpg', '1057210460_09c6f4c6c1.jpg']","[0.7603, 0.7558, 0.69]"
2454,the man is with a camera looking out of an open window,3106340185_80d0cb770a.jpg,-1,0.2477,0.7128,0.4651,"['1417295167_5299df6db8.jpg', '1418019748_51c7d59c11.jpg', '343662720_39e4067cd1.jpg']","[0.7128, 0.6817, 0.673]"
2455,flock of pigeons flying in front of building with a mural painted on it,310728631_155c3bbeea.jpg,-1,0.403,0.6668,0.2638,"['2165461920_1a4144eb2b.jpg', '557601144_50b8c40393.jpg', '2176874361_2b4149010b.jpg']","[0.6668, 0.6501, 0.5872]"
2456,a group of birds fly up from the street against a painted wall,310728631_155c3bbeea.jpg,-1,0.3699,0.7196,0.3497,"['2652155912_8ba5426790.jpg', '3328535573_33c3cd5b59.jpg', '2718376488_3c62f7642c.jpg']","[0.7196, 0.6697, 0.5896]"
2457,a flock of birds flying past a chinese mural on a building,310728631_155c3bbeea.jpg,3,0.597,0.6651,0.0681,"['2652155912_8ba5426790.jpg', '2165461920_1a4144eb2b.jpg', '310728631_155c3bbeea.jpg']","[0.6651, 0.611, 0.597]"
2458,a flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man,310728631_155c3bbeea.jpg,-1,0.3369,0.7364,0.3995,"['3656104088_a0d1642fa9.jpg', '2652155912_8ba5426790.jpg', '2165461920_1a4144eb2b.jpg']","[0.7364, 0.6321, 0.6139]"
2459,a flock of birds fly up from the ground next to a building with a mural,310728631_155c3bbeea.jpg,-1,0.4579,0.7319,0.274,"['2652155912_8ba5426790.jpg', '3656104088_a0d1642fa9.jpg', '2410153942_ba4a136358.jpg']","[0.7319, 0.7172, 0.6578]"
2460,a man and woman both wearing white are on rocks,3108378861_d2214d971e.jpg,2,0.7274,0.7612,0.0338,"['2521983429_33218366bd.jpg', '3108378861_d2214d971e.jpg', '319869052_08b000e4af.jpg']","[0.7612, 0.7274, 0.6652]"
2465,two snowboarders in a snowy scene,3108732084_565b423162.jpg,-1,0.0568,0.7386,0.6819,"['412101267_7257e6d8c0.jpg', '454709143_9c513f095c.jpg', '2272823323_3b7291cd47.jpg']","[0.7386, 0.7223, 0.7131]"
2466,someone on a nitro snowboard in midair and another person on the ground behind them,3108732084_565b423162.jpg,-1,0.5345,0.8941,0.3596,"['3357416302_fcfcdd7b86.jpg', '3319899418_4bcf1b00d8.jpg', '3240351042_5d29c94b0e.jpg']","[0.8941, 0.8548, 0.8281]"
2467,a man in a white coat jumps a snowboard,3108732084_565b423162.jpg,-1,0.6081,0.9227,0.3146,"['3329169877_175cb16845.jpg', '3170551725_1276644eab.jpg', '3248352729_ab264b2222.jpg']","[0.9227, 0.8151, 0.7886]"
2468,a person on a green board is snowboarding in midair,3108732084_565b423162.jpg,-1,0.5854,0.8408,0.2554,"['3467510271_0f57e52768.jpg', '3319899418_4bcf1b00d8.jpg', '70995350_75d0698839.jpg']","[0.8408, 0.8038, 0.7638]"
2469,a snowboarder,3108732084_565b423162.jpg,-1,0.5282,0.7937,0.2655,"['3329169877_175cb16845.jpg', '3170551725_1276644eab.jpg', '3248352729_ab264b2222.jpg']","[0.7937, 0.7759, 0.6946]"
2475,women in colorful costumes dance in the street in front of a mcdonalds,3111897772_5211a37a02.jpg,4,0.6971,0.7301,0.0331,"['3404552106_f516df0f5b.jpg', '3084034954_fe5737197d.jpg', '3565598162_56044bc2f7.jpg']","[0.7301, 0.7283, 0.707]"
2476,women in long skirts and jackets dancing in the back of a mcdonald s,3111897772_5211a37a02.jpg,8,0.6014,0.7002,0.0988,"['3420260768_26a600b844.jpg', '440184957_267f3f3a2b.jpg', '3688858505_e8afd1475d.jpg']","[0.7002, 0.6703, 0.6512]"
2477,four women dressed in long colorful skirts and winter clothes are dancing on the street,3111897772_5211a37a02.jpg,4,0.7096,0.7654,0.0558,"['440184957_267f3f3a2b.jpg', '3084034954_fe5737197d.jpg', '3565598162_56044bc2f7.jpg']","[0.7654, 0.7409, 0.7291]"
2478,a group of girls in dresses dancing,3111897772_5211a37a02.jpg,3,0.7484,0.7913,0.0428,"['3688858505_e8afd1475d.jpg', '3084034954_fe5737197d.jpg', '3111897772_5211a37a02.jpg']","[0.7913, 0.763, 0.7484]"
2479,the people are dressed in heavy layered clothing and are motioning together,3111897772_5211a37a02.jpg,-1,0.439,0.775,0.336,"['536537638_f5ee42410b.jpg', '3716277216_c04002be81.jpg', '380527679_574749123d.jpg']","[0.775, 0.7335, 0.6471]"
2480,a girl in a red shirt looks at her mom in a crowd of people sitting in white plastic chairs,3114944484_28b5bb9842.jpg,2,0.8191,0.8615,0.0424,"['325005410_e1ff5041b5.jpg', '3114944484_28b5bb9842.jpg', '3396043950_12783c5147.jpg']","[0.8615, 0.8191, 0.7939]"
2481,a group of people are facing away from the camera,3114944484_28b5bb9842.jpg,-1,0.6282,0.8195,0.1912,"['3535056297_e16f014cb7.jpg', '3627676364_1dc9294ec5.jpg', '2622971954_59f192922d.jpg']","[0.8195, 0.8095, 0.7981]"
2483,a little girl looking into a females face in the midst of a crowd,3114944484_28b5bb9842.jpg,-1,0.5454,0.7233,0.1779,"['2456030728_d3d147e774.jpg', '1539166395_0cdc0accee.jpg', '3437315443_ba2263f92e.jpg']","[0.7233, 0.6798, 0.6476]"
2484,a young girl wearing red faces the opposite direction from the rest of a seated audience,3114944484_28b5bb9842.jpg,4,0.6714,0.8413,0.1698,"['325005410_e1ff5041b5.jpg', '3396043950_12783c5147.jpg', '576920249_df1bdc2068.jpg']","[0.8413, 0.8405, 0.6778]"
2485,a person is riding his bicycle and is flying through the air on it,3119696225_b289efaec8.jpg,-1,0.4724,0.8387,0.3663,"['3386060324_b98fdfa449.jpg', '3391924827_53b31542ce.jpg', '3649916507_b88a3d2082.jpg']","[0.8387, 0.7546, 0.7123]"
2486,a person is on a bike in midair,3119696225_b289efaec8.jpg,-1,0.4035,0.8562,0.4526,"['3391924827_53b31542ce.jpg', '3386060324_b98fdfa449.jpg', '3309578722_1765d7d1af.jpg']","[0.8562, 0.8204, 0.7808]"
2487,a biker makes a jump across from a city beach,3119696225_b289efaec8.jpg,2,0.6951,0.6955,0.0003,"['3531811969_49af4c22f0.jpg', '3119696225_b289efaec8.jpg', '3674521435_89ff681074.jpg']","[0.6955, 0.6951, 0.6662]"
2488,a bike rider performing a stunt on the cliffs near the water,3119696225_b289efaec8.jpg,-1,0.4318,0.6624,0.2306,"['3674521435_89ff681074.jpg', '3531811969_49af4c22f0.jpg', '3386060324_b98fdfa449.jpg']","[0.6624, 0.6618, 0.6287]"
2489,a cyclist doing a jump outdoors with urban seaside terrain in the background,3119696225_b289efaec8.jpg,-1,0.4856,0.757,0.2714,"['3386060324_b98fdfa449.jpg', '3391924827_53b31542ce.jpg', '3531811969_49af4c22f0.jpg']","[0.757, 0.7438, 0.7274]"
2491,a man in wrestling tights poses in a furious pose on a stage in front of some pyrotechnics,3119903318_d032141839.jpg,-1,0.5214,0.7287,0.2072,"['3348208268_6d97d951eb.jpg', '3438858409_136345fa07.jpg', '416788726_5b4eb1466e.jpg']","[0.7287, 0.7144, 0.6833]"
2492,a man wearing no shirt stands on a stage with fire in the background,3119903318_d032141839.jpg,-1,0.5107,0.7319,0.2213,"['506882688_b37d549593.jpg', '195962284_e57178054a.jpg', '2773011586_6f4cd41e84.jpg']","[0.7319, 0.6741, 0.6609]"
2493,a man wearing shorts is standing near explosive special effects,3119903318_d032141839.jpg,-1,0.0519,0.741,0.6891,"['1057210460_09c6f4c6c1.jpg', '3499720588_c32590108e.jpg', '1414820925_3504c394e1.jpg']","[0.741, 0.7319, 0.7156]"
2494,a wrestler poses in front of a series of explosions,3119903318_d032141839.jpg,-1,0.4662,0.7531,0.2869,"['3348208268_6d97d951eb.jpg', '1991806812_065f747689.jpg', '416788726_5b4eb1466e.jpg']","[0.7531, 0.7142, 0.6784]"
2495,man and woman standing together on a cobbled street having their picture taken,3125158798_0743dae56e.jpg,-1,0.3145,0.7383,0.4237,"['2222559267_6fd31e3941.jpg', '1859726819_9a793b3b44.jpg', '617038406_4092ee91dd.jpg']","[0.7383, 0.6337, 0.6263]"
2496,a well dressed man and woman are posing for a picture,3125158798_0743dae56e.jpg,-1,0.3069,0.9148,0.6079,"['3400385314_a5bc062e97.jpg', '3155501473_510f9c9f6b.jpg', '3203707977_cc9448fecb.jpg']","[0.9148, 0.9007, 0.782]"
2498,a man and a woman with a red book both dressed in black,3125158798_0743dae56e.jpg,-1,0.555,0.7184,0.1634,"['3134585858_a8c3493ca5.jpg', '3203707977_cc9448fecb.jpg', '3242007318_01e82171aa.jpg']","[0.7184, 0.6981, 0.62]"
2499,a man and woman pose together on a cobblestone street,3125158798_0743dae56e.jpg,-1,0.3386,0.6543,0.3158,"['617038406_4092ee91dd.jpg', '1332208215_fa824f6659.jpg', '2525666287_638ab5e784.jpg']","[0.6543, 0.6433, 0.6339]"
2500,two boys on a boat riding though the water,3130064588_6d1d3fa2dd.jpg,4,0.649,0.7546,0.1056,"['3690159129_93ba49ea18.jpg', '493542985_c85ad29ebe.jpg', '2978409165_acc4f29a40.jpg']","[0.7546, 0.7305, 0.6915]"
2501,two boys sitting on a boat in the water,3130064588_6d1d3fa2dd.jpg,2,0.753,0.7674,0.0144,"['493542985_c85ad29ebe.jpg', '3130064588_6d1d3fa2dd.jpg', '2526585002_10987a63f3.jpg']","[0.7674, 0.753, 0.6489]"
2502,two men are riding a blue and orange boat,3130064588_6d1d3fa2dd.jpg,-1,0.5042,0.7609,0.2568,"['3690159129_93ba49ea18.jpg', '2526585002_10987a63f3.jpg', '3640329164_20cb245fd5.jpg']","[0.7609, 0.7534, 0.7094]"
2503,two men sit on the dock overlooking blue water,3130064588_6d1d3fa2dd.jpg,3,0.6617,0.7333,0.0717,"['361183669_52be9662b9.jpg', '2525666287_638ab5e784.jpg', '3130064588_6d1d3fa2dd.jpg']","[0.7333, 0.6617, 0.6617]"
2504,two young men with shirts are riding on the back of a boat with an orange deck,3130064588_6d1d3fa2dd.jpg,-1,0.5482,0.7432,0.195,"['3690159129_93ba49ea18.jpg', '2526585002_10987a63f3.jpg', '3640329164_20cb245fd5.jpg']","[0.7432, 0.7089, 0.647]"
2505,four warmly dressed children sit by a cement wall covered in a blue blanket,3131107810_7e9b96cddc.jpg,-1,0.4445,0.6666,0.2221,"['3242718240_3358f2d6e6.jpg', '979383193_0a542a059d.jpg', '3197891333_b1b0fd1702.jpg']","[0.6666, 0.6397, 0.6332]"
2506,four children keeping warm under a blanket,3131107810_7e9b96cddc.jpg,-1,0.3295,0.6677,0.3382,"['979383193_0a542a059d.jpg', '2257294002_0073263c54.jpg', '3480052428_c034b98a08.jpg']","[0.6677, 0.6623, 0.6257]"
2507,four hooded children huddle under a blanket outdoors,3131107810_7e9b96cddc.jpg,-1,0.4382,0.6708,0.2327,"['3480052428_c034b98a08.jpg', '3197891333_b1b0fd1702.jpg', '3242718240_3358f2d6e6.jpg']","[0.6708, 0.6522, 0.5953]"
2508,a group of children sit against a fence covered with a blanket,3131107810_7e9b96cddc.jpg,-1,0.2538,0.631,0.3772,"['3319338707_892ae2a660.jpg', '979383193_0a542a059d.jpg', '3197891333_b1b0fd1702.jpg']","[0.631, 0.6098, 0.6078]"
2509,four children huddle under a blanket,3131107810_7e9b96cddc.jpg,-1,0.3431,0.6435,0.3005,"['3480052428_c034b98a08.jpg', '3150315970_8f045c41a4.jpg', '520491467_54cbc0a866.jpg']","[0.6435, 0.6246, 0.5883]"
2510,a man dressed in a santa suit is climbing up a large concrete building,3131160589_dc73c209b7.jpg,-1,0.2689,0.735,0.4661,"['3394586927_eae7732b64.jpg', '3686924335_3c51e8834a.jpg', '2328104318_5a43ca170c.jpg']","[0.735, 0.6205, 0.5894]"
2511,a man in a red suit climbs a rock wall,3131160589_dc73c209b7.jpg,-1,0.4709,0.8542,0.3833,"['415793623_6c1225ae27.jpg', '486917990_72bd4069af.jpg', '2623560640_0445c9a138.jpg']","[0.8542, 0.728, 0.7019]"
2512,a rock climber wearing a santa suit is hanging from a strand of christmas lights,3131160589_dc73c209b7.jpg,-1,0.5431,0.6976,0.1545,"['2882483779_73c171ac19.jpg', '3174726084_c108de0a64.jpg', '3288274849_07ff76ee93.jpg']","[0.6976, 0.6619, 0.6508]"
2513,santa claus climbing a rock strung with christmas lights,3131160589_dc73c209b7.jpg,-1,0.4597,0.6464,0.1867,"['561179884_8b6b925ef9.jpg', '2480832276_fa55480ecb.jpg', '2882483779_73c171ac19.jpg']","[0.6464, 0.625, 0.6128]"
2514,someone dressed like santa claus is climbing a rock wall,3131160589_dc73c209b7.jpg,2,0.6868,0.6989,0.0121,"['415793623_6c1225ae27.jpg', '3131160589_dc73c209b7.jpg', '466956675_a2fb6bf901.jpg']","[0.6989, 0.6868, 0.6754]"
2516,two white dogs are running alongside one another next to a fence,3132619510_7dfc947d25.jpg,2,0.7882,0.8023,0.0141,"['2419221084_01a14176b4.jpg', '3132619510_7dfc947d25.jpg', '3271084924_4778d556cc.jpg']","[0.8023, 0.7882, 0.6894]"
2519,two dogs running along a fence,3132619510_7dfc947d25.jpg,-1,0.2575,0.7198,0.4623,"['522486784_978021d537.jpg', '268654674_d29e00b3d0.jpg', '2427558437_3e839056d7.jpg']","[0.7198, 0.7109, 0.6614]"
2520,a boy with a board strapped to his feet does a trick while holding onto some kind of rope,3132760860_3e743a935d.jpg,-1,0.5457,0.6797,0.134,"['3741827382_71e93298d0.jpg', '2681215810_00b0642f7b.jpg', '350443876_c9769f5734.jpg']","[0.6797, 0.6456, 0.6366]"
2521,a wakeboarder is leaping into the air whilst holding onto a yellow rope,3132760860_3e743a935d.jpg,2,0.7302,0.7725,0.0424,"['3625519177_4c2bb9e7f0.jpg', '3132760860_3e743a935d.jpg', '3528105511_12ff45dc9c.jpg']","[0.7725, 0.7302, 0.7134]"
2522,girl wearing swim gear is surfboarding,3132760860_3e743a935d.jpg,-1,0.2934,0.8419,0.5485,"['656260720_a7db4ce48b.jpg', '1343426964_cde3fb54e8.jpg', '3372251830_baa3665928.jpg']","[0.8419, 0.7931, 0.7617]"
2525,santa and a woman drink wine next to the christmas tree while wearing joke disguise glasses,3134341610_3c55e373a7.jpg,8,0.5776,0.7652,0.1877,"['3638783842_af08dbb518.jpg', '440184957_267f3f3a2b.jpg', '3084034954_fe5737197d.jpg']","[0.7652, 0.6655, 0.6309]"
2526,two people with silly disguises at christmas time,3134341610_3c55e373a7.jpg,-1,0.1852,0.6908,0.5056,"['2337809114_899ba61330.jpg', '251958970_fa6b423f23.jpg', '3145967019_1a83ebf712.jpg']","[0.6908, 0.681, 0.6722]"
2527,two people one of whom is in a santa costume pose wearing funny glasses,3134341610_3c55e373a7.jpg,5,0.7024,0.8045,0.102,"['440184957_267f3f3a2b.jpg', '3503623999_bbd5dcfb18.jpg', '3184031654_34b5c4ffe1.jpg']","[0.8045, 0.7873, 0.7725]"
2528,a woman in mask sits next to a man wearing a santa suit and also in mask as they hold wine glasses next to a christmas tree,3134341610_3c55e373a7.jpg,10,0.5458,0.7515,0.2057,"['3638783842_af08dbb518.jpg', '3098707588_5096d20397.jpg', '1859726819_9a793b3b44.jpg']","[0.7515, 0.6885, 0.6813]"
2529,a man and woman in masks and costume make a toast in front of a christmas tree,3134341610_3c55e373a7.jpg,-1,0.4214,0.67,0.2486,"['281754914_bc8119a0ed.jpg', '3231880001_193a579b97.jpg', '3351667846_ac43118ae5.jpg']","[0.67, 0.6562, 0.6327]"
2530,a man and a woman are dressed in black coats,3134585858_a8c3493ca5.jpg,2,0.6529,0.6809,0.028,"['1859726819_9a793b3b44.jpg', '3134585858_a8c3493ca5.jpg', '1417295167_5299df6db8.jpg']","[0.6809, 0.6529, 0.6363]"
2531,a man and a woman wearing black wool coats,3134585858_a8c3493ca5.jpg,-1,0.4868,0.7221,0.2353,"['3183883750_b6acc40397.jpg', '1417295167_5299df6db8.jpg', '3199895624_4f01798c6f.jpg']","[0.7221, 0.7092, 0.6984]"
2532,a man and woman both wearing black coats pose for a picture,3134585858_a8c3493ca5.jpg,7,0.6773,0.9105,0.2332,"['3155501473_510f9c9f6b.jpg', '3400385314_a5bc062e97.jpg', '3203707977_cc9448fecb.jpg']","[0.9105, 0.8874, 0.835]"
2533,a man and woman in black coats are outside while it is snowing,3134585858_a8c3493ca5.jpg,2,0.6329,0.6366,0.0037,"['1859726819_9a793b3b44.jpg', '3134585858_a8c3493ca5.jpg', '1417295167_5299df6db8.jpg']","[0.6366, 0.6329, 0.5992]"
2543,three women one of which is holding a paper cup posing in front of a christmas tree,3139160252_75109e9e05.jpg,2,0.7329,0.7425,0.0096,"['3638783842_af08dbb518.jpg', '3139160252_75109e9e05.jpg', '3084034954_fe5737197d.jpg']","[0.7425, 0.7329, 0.7246]"
2545,three women pose for a picture together,3145967019_1a83ebf712.jpg,5,0.6983,0.8367,0.1384,"['3396153660_f729d9f9b9.jpg', '3319058642_885d756295.jpg', '3139160252_75109e9e05.jpg']","[0.8367, 0.7874, 0.7382]"
2546,three women are posing together and smiling while one holds up a hand signal,3145967019_1a83ebf712.jpg,4,0.7372,0.824,0.0868,"['3396153660_f729d9f9b9.jpg', '3319058642_885d756295.jpg', '3203707977_cc9448fecb.jpg']","[0.824, 0.7742, 0.7424]"
2547,three women are posing for a picture,3145967019_1a83ebf712.jpg,3,0.7101,0.8452,0.135,"['3396153660_f729d9f9b9.jpg', '3319058642_885d756295.jpg', '3145967019_1a83ebf712.jpg']","[0.8452, 0.8122, 0.7101]"
2548,three women are drinking and hugging,3145967019_1a83ebf712.jpg,2,0.7007,0.727,0.0263,"['3396153660_f729d9f9b9.jpg', '3145967019_1a83ebf712.jpg', '3199895624_4f01798c6f.jpg']","[0.727, 0.7007, 0.6734]"
2549,three smiling women one with a shoulder bag one with a blue cup and one using sign language are posing for a picture,3145967019_1a83ebf712.jpg,5,0.6543,0.724,0.0697,"['3396153660_f729d9f9b9.jpg', '3203707977_cc9448fecb.jpg', '3319058642_885d756295.jpg']","[0.724, 0.671, 0.6588]"
2550,a couple leaning over a concrete railing inside of a building,3150315970_8f045c41a4.jpg,-1,0.2088,0.633,0.4243,"['268654674_d29e00b3d0.jpg', '3217893350_57be430d06.jpg', '2891961886_b7a2f0b0fd.jpg']","[0.633, 0.6054, 0.6034]"
2551,a man and a woman are looking at each other while standing on an elaborate indoor balcony,3150315970_8f045c41a4.jpg,-1,0.2813,0.6448,0.3635,"['2222559267_6fd31e3941.jpg', '432167214_c17fcc1a2d.jpg', '1859726819_9a793b3b44.jpg']","[0.6448, 0.6337, 0.6331]"
