caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
2745,the basketball player is dropping the basketball into the net,3218481970_1fa627b3da.jpg,3,0.6358,0.7835,0.1477,"['3154709407_9b0778cbeb.jpg', '3368569524_a9df2fc312.jpg', '3218481970_1fa627b3da.jpg']","[0.7835, 0.677, 0.6358]"
2746,a man jumps with a basketball to make a hoop,3218481970_1fa627b3da.jpg,6,0.5432,0.6672,0.124,"['3154709407_9b0778cbeb.jpg', '3368569524_a9df2fc312.jpg', '3403263046_3cc701a07a.jpg']","[0.6672, 0.601, 0.5747]"
2747,a basketball player slam dunks the ball,3218481970_1fa627b3da.jpg,3,0.7116,0.8223,0.1107,"['3154709407_9b0778cbeb.jpg', '3368569524_a9df2fc312.jpg', '3218481970_1fa627b3da.jpg']","[0.8223, 0.7295, 0.7116]"
2748,a basketball player is jumping and holding a basketball over the net,3218481970_1fa627b3da.jpg,4,0.6176,0.7381,0.1205,"['3154709407_9b0778cbeb.jpg', '3368569524_a9df2fc312.jpg', '3403263046_3cc701a07a.jpg']","[0.7381, 0.7299, 0.6643]"
2749,a basketball player in white leaps up at the net,3218481970_1fa627b3da.jpg,5,0.6284,0.7526,0.1242,"['3154709407_9b0778cbeb.jpg', '3368569524_a9df2fc312.jpg', '3155451946_c0862c70cb.jpg']","[0.7526, 0.7205, 0.641]"
2750,a furry dog running on an open field of grass,3223224391_be50bf4f43.jpg,-1,0.2931,0.7708,0.4777,"['2584487952_f70e5aa9bf.jpg', '459814265_d48ba48978.jpg', '2445783904_e6c38a3a3d.jpg']","[0.7708, 0.7339, 0.7314]"
2751,a gray fuzzy dog running through snow,3223224391_be50bf4f43.jpg,-1,0.3251,0.6578,0.3328,"['341430859_4519802e8f.jpg', '421808539_57abee6d55.jpg', '2335619125_2e2034f2c3.jpg']","[0.6578, 0.6443, 0.6329]"
2752,a gray terrier runs in a snowcovered field,3223224391_be50bf4f43.jpg,-1,0.3184,0.6995,0.3811,"['2335619125_2e2034f2c3.jpg', '2095078658_c14ba89bc2.jpg', '2115631346_9585a479b0.jpg']","[0.6995, 0.6366, 0.6242]"
2753,a grey shaggy dog running,3223224391_be50bf4f43.jpg,-1,0.5583,0.7731,0.2147,"['697582336_601462e052.jpg', '3559781965_d4ec00e506.jpg', '2445783904_e6c38a3a3d.jpg']","[0.7731, 0.6958, 0.6952]"
2754,fluffy grey dog running in a field,3223224391_be50bf4f43.jpg,-1,0.3086,0.7625,0.454,"['2445783904_e6c38a3a3d.jpg', '689776124_07f560a920.jpg', '2584487952_f70e5aa9bf.jpg']","[0.7625, 0.7136, 0.7105]"
2755,brown and white dog splashing in a pool,3224578187_749882c17f.jpg,3,0.6934,0.7556,0.0622,"['1178705300_c224d9a4f1.jpg', '1808370027_2088394eb4.jpg', '3224578187_749882c17f.jpg']","[0.7556, 0.7273, 0.6934]"
2756,brown and white dog plays with blue ball in blue waterfilled shell,3224578187_749882c17f.jpg,4,0.604,0.6984,0.0945,"['539750844_02a07ec524.jpg', '2616561200_ea079f285a.jpg', '2209496328_2a34fd201d.jpg']","[0.6984, 0.6801, 0.6701]"
2757,a dog with a blue ball,3224578187_749882c17f.jpg,-1,0.4768,0.7413,0.2645,"['539750844_02a07ec524.jpg', '1026685415_0431cbf574.jpg', '3383545083_1d7c95b003.jpg']","[0.7413, 0.6992, 0.6616]"
2758,a dog playing with his ball in the wading pool,3224578187_749882c17f.jpg,3,0.6401,0.66,0.0199,"['1178705300_c224d9a4f1.jpg', '1808370027_2088394eb4.jpg', '3224578187_749882c17f.jpg']","[0.66, 0.6558, 0.6401]"
2759,a dog playing with a blue ball in a small pool of water,3224578187_749882c17f.jpg,3,0.6554,0.672,0.0166,"['3621717946_d96f8a6012.jpg', '1808370027_2088394eb4.jpg', '3224578187_749882c17f.jpg']","[0.672, 0.6602, 0.6554]"
2761,a group of people are gathered together,3225037367_a71fa86319.jpg,8,0.6546,0.7544,0.0998,"['2621771656_09a620da6d.jpg', '2211593099_4a4f1c85d2.jpg', '3535056297_e16f014cb7.jpg']","[0.7544, 0.6983, 0.6798]"
2762,a group of people gather around a truck,3225037367_a71fa86319.jpg,4,0.5267,0.7199,0.1932,"['3638374272_444f5e0457.jpg', '2088460083_42ee8a595a.jpg', '492341908_1ef53be265.jpg']","[0.7199, 0.6353, 0.5836]"
2763,a large group of people are gathered,3225037367_a71fa86319.jpg,2,0.7225,0.7558,0.0333,"['2621771656_09a620da6d.jpg', '3225037367_a71fa86319.jpg', '2928835996_88b9f9503d.jpg']","[0.7558, 0.7225, 0.7013]"
2766,brown dog chewing on a brown walking cane,3228069008_edb2961fc4.jpg,2,0.6577,0.6692,0.0114,"['1659358141_0433c9bf99.jpg', '3228069008_edb2961fc4.jpg', '2066241589_b80e9f676c.jpg']","[0.6692, 0.6577, 0.651]"
2768,a brown puppy is gnawing in a metallic post that is stuck into the ground,3228069008_edb2961fc4.jpg,4,0.6294,0.699,0.0696,"['1659358141_0433c9bf99.jpg', '1745110280_0cbff5e273.jpg', '1659358133_95cd1027bd.jpg']","[0.699, 0.6501, 0.6372]"
2770,a girl running toward a man on the beach,3229282764_a4a515f4e2.jpg,5,0.6197,0.6941,0.0744,"['2277081067_d2b4c98bce.jpg', '2726262796_03bd63a155.jpg', '3518755601_cebf11e515.jpg']","[0.6941, 0.686, 0.6651]"
2771,a girl runs down a beach,3229282764_a4a515f4e2.jpg,5,0.6118,0.7079,0.0961,"['2726262796_03bd63a155.jpg', '2277081067_d2b4c98bce.jpg', '3532194771_07faf20d76.jpg']","[0.7079, 0.6581, 0.6268]"
2772,a little girl runs along the beach toward a man who admires the sky,3229282764_a4a515f4e2.jpg,5,0.6055,0.7558,0.1503,"['2277081067_d2b4c98bce.jpg', '3532194771_07faf20d76.jpg', '3189002057_3ef61b803e.jpg']","[0.7558, 0.6665, 0.6303]"
2773,father and daughter are playing in a shallow area of a lake together,3229282764_a4a515f4e2.jpg,-1,0.483,0.7023,0.2193,"['3637013_c675de7705.jpg', '1248357227_2b4175fc39.jpg', '3217893350_57be430d06.jpg']","[0.7023, 0.7013, 0.6283]"
2774,man and child playing on the beach,3229282764_a4a515f4e2.jpg,-1,0.3448,0.6446,0.2998,"['459778335_857d8ffebf.jpg', '3532194771_07faf20d76.jpg', '3747543364_bf5b548527.jpg']","[0.6446, 0.6253, 0.6247]"
2775,a crowd of people are standing on a snow covered hill watching the sun go down,3229821595_77ace81c6b.jpg,5,0.5836,0.6998,0.1161,"['369360998_ba56fb436f.jpg', '1584315962_5b0b45d02d.jpg', '2193980605_4221c6474d.jpg']","[0.6998, 0.6807, 0.6057]"
2776,a group of people are standing on a ledge overlooking low clouds,3229821595_77ace81c6b.jpg,5,0.5841,0.6667,0.0826,"['181777261_84c48b31cb.jpg', '2930622766_fa8f84deb1.jpg', '3480052428_c034b98a08.jpg']","[0.6667, 0.6146, 0.6015]"
2777,a group of photographers stands on a hillside in the snow with the sun just below the horizon,3229821595_77ace81c6b.jpg,4,0.6025,0.639,0.0365,"['503090187_8758ab5680.jpg', '58368365_03ed3e5bdf.jpg', '530661899_94655d7d0e.jpg']","[0.639, 0.634, 0.6063]"
2778,a line of people are seen in silhouette on a snowy ridge when the sun is low in the sky,3229821595_77ace81c6b.jpg,10,0.5777,0.6822,0.1045,"['58368365_03ed3e5bdf.jpg', '1428578577_82864facae.jpg', '369360998_ba56fb436f.jpg']","[0.6822, 0.6753, 0.6233]"
2780,cat standing to play with string,3229898555_16877f5180.jpg,2,0.6294,0.6504,0.021,"['2882483779_73c171ac19.jpg', '3229898555_16877f5180.jpg', '2545192257_142fe9e2de.jpg']","[0.6504, 0.6294, 0.512]"
2781,cat playing with a dangling string,3229898555_16877f5180.jpg,2,0.6065,0.6651,0.0586,"['2882483779_73c171ac19.jpg', '3229898555_16877f5180.jpg', '2561319255_ce5ede291e.jpg']","[0.6651, 0.6065, 0.4672]"
2784,a white and brown cat bats at a frayed string dangling in front of him,3229898555_16877f5180.jpg,-1,0.3391,0.5671,0.2281,"['3290105461_7590f23371.jpg', '2909875716_25c8652614.jpg', '2543247940_083f1b7969.jpg']","[0.5671, 0.5294, 0.5065]"
2785,a little boy streches his body out with his stomach on the grass,3229913073_e7857a5966.jpg,6,0.5536,0.7195,0.166,"['2681215810_00b0642f7b.jpg', '1248734482_3038218f3b.jpg', '745966757_6d16dfad8f.jpg']","[0.7195, 0.6648, 0.629]"
2786,a young boy wearing a blue shirt lies on the grass,3229913073_e7857a5966.jpg,5,0.5989,0.6877,0.0888,"['3495490064_8db40a83af.jpg', '1269470943_ba7fc49b4d.jpg', '762947607_2001ee4c72.jpg']","[0.6877, 0.6525, 0.6486]"
2787,boy lies on stomach in grass,3229913073_e7857a5966.jpg,7,0.5036,0.6583,0.1547,"['3495490064_8db40a83af.jpg', '1269470943_ba7fc49b4d.jpg', '3273091032_98f724b36b.jpg']","[0.6583, 0.6385, 0.5646]"
2788,small boy lying on his stomach on the grass,3229913073_e7857a5966.jpg,10,0.4654,0.6548,0.1894,"['1248734482_3038218f3b.jpg', '3495490064_8db40a83af.jpg', '745966757_6d16dfad8f.jpg']","[0.6548, 0.611, 0.5983]"
2789,the young boy is laying on his belly in the grass,3229913073_e7857a5966.jpg,7,0.4866,0.6562,0.1696,"['1248734482_3038218f3b.jpg', '745966757_6d16dfad8f.jpg', '3495490064_8db40a83af.jpg']","[0.6562, 0.5738, 0.5535]"
2791,an ice hockey player takes water from a green bottle,3230101918_7d81cb0fc8.jpg,6,0.4737,0.5776,0.1039,"['1418019748_51c7d59c11.jpg', '3231751379_10ebf7150c.jpg', '3437781040_82b06facb3.jpg']","[0.5776, 0.5369, 0.4952]"
2792,a hockey goalie taking a drink of gatorade,3230101918_7d81cb0fc8.jpg,4,0.5473,0.6652,0.1178,"['3231751379_10ebf7150c.jpg', '1418019748_51c7d59c11.jpg', '3437781040_82b06facb3.jpg']","[0.6652, 0.6444, 0.6111]"
2793,a hockey goalie in a red uniform takes a drink from a water bottle,3230101918_7d81cb0fc8.jpg,3,0.6294,0.6732,0.0438,"['3231751379_10ebf7150c.jpg', '3437781040_82b06facb3.jpg', '3230101918_7d81cb0fc8.jpg']","[0.6732, 0.6375, 0.6294]"
2805,a dog is running along a beach in front of the ocean,3235746553_a40416c00e.jpg,-1,0.6033,0.8265,0.2232,"['140430106_2978fda105.jpg', '339350939_6643bfb270.jpg', '1799271536_6e69c8f1dc.jpg']","[0.8265, 0.7847, 0.7711]"
2806,a dog is galloping on the beach,3235746553_a40416c00e.jpg,7,0.6621,0.8561,0.1939,"['140430106_2978fda105.jpg', '1799271536_6e69c8f1dc.jpg', '254527963_3f5824b0e8.jpg']","[0.8561, 0.7827, 0.7717]"
2807,a dog leaps by the ocean,3235746553_a40416c00e.jpg,8,0.6904,0.7466,0.0563,"['1799271536_6e69c8f1dc.jpg', '2952141476_fc9a48a60a.jpg', '3401902253_cd27e6d0fe.jpg']","[0.7466, 0.7453, 0.7378]"
2808,a brown dog begins to run along a beach with a wave in the background,3235746553_a40416c00e.jpg,7,0.7129,0.8764,0.1635,"['140430106_2978fda105.jpg', '1799271536_6e69c8f1dc.jpg', '3298233193_d2a550840d.jpg']","[0.8764, 0.7546, 0.7514]"
2809,a brown dog is running on sand next to the ocean,3235746553_a40416c00e.jpg,6,0.6736,0.877,0.2035,"['140430106_2978fda105.jpg', '2281006675_fde04e93dd.jpg', '1799271536_6e69c8f1dc.jpg']","[0.877, 0.7788, 0.7571]"
2810,the cyclist is airborne on his bike as it makes a jump between two mounds of earth,3240351042_5d29c94b0e.jpg,-1,0.5397,0.7147,0.1751,"['2943334864_6bab479a3e.jpg', '3119696225_b289efaec8.jpg', '3531811969_49af4c22f0.jpg']","[0.7147, 0.6956, 0.6938]"
2811,brown ramp structure with a person on ski s in midair,3240351042_5d29c94b0e.jpg,5,0.6739,0.7815,0.1076,"['3357416302_fcfcdd7b86.jpg', '3288274849_07ff76ee93.jpg', '3329793486_afc16663cc.jpg']","[0.7815, 0.694, 0.6917]"
2812,a biker rider jumping high over a dirt hill and seems to be higher than an electric pole,3240351042_5d29c94b0e.jpg,-1,0.6053,0.7541,0.1487,"['3386060324_b98fdfa449.jpg', '3391924827_53b31542ce.jpg', '3043501068_be58ac47e1.jpg']","[0.7541, 0.736, 0.7209]"
2813,a motor biker gets massive air off a dirt jump,3240351042_5d29c94b0e.jpg,-1,0.5532,0.8319,0.2788,"['3488512097_e500cb499f.jpg', '3528105511_12ff45dc9c.jpg', '3043501068_be58ac47e1.jpg']","[0.8319, 0.8218, 0.817]"
2815,a parachute caught on a tree with some people on the ground shining a light at it,3241965735_8742782a70.jpg,-1,0.3236,0.6624,0.3388,"['3694219419_a7a83d4886.jpg', '2351479551_e8820a1ff3.jpg', '181777261_84c48b31cb.jpg']","[0.6624, 0.5461, 0.4819]"
2816,a person jumps up over the snow as their skis cross,3241965735_8742782a70.jpg,5,0.7192,0.7626,0.0434,"['3248352729_ab264b2222.jpg', '3012513414_86180c44cb.jpg', '3357416302_fcfcdd7b86.jpg']","[0.7626, 0.7437, 0.7432]"
2817,a skier in midair,3241965735_8742782a70.jpg,2,0.7235,0.7701,0.0467,"['2272750492_91e8f67328.jpg', '3241965735_8742782a70.jpg', '3357416302_fcfcdd7b86.jpg']","[0.7701, 0.7235, 0.717]"
2819,a skier makes a jump with his skis crossed,3241965735_8742782a70.jpg,7,0.6609,0.7267,0.0658,"['3357416302_fcfcdd7b86.jpg', '3264650118_be7df266e7.jpg', '2339140905_9f625f140a.jpg']","[0.7267, 0.7077, 0.6997]"
2820,two asian girls are standing outside a red brick building,3242007318_01e82171aa.jpg,-1,0.4798,0.6085,0.1287,"['537359971_6e28f5e66e.jpg', '3437315443_ba2263f92e.jpg', '3415228562_4efa9c9b70.jpg']","[0.6085, 0.6063, 0.5789]"
2821,two asian ladies posing for a picture,3242007318_01e82171aa.jpg,-1,0.2649,0.7976,0.5327,"['3203707977_cc9448fecb.jpg', '3183883750_b6acc40397.jpg', '3534824784_7133119316.jpg']","[0.7976, 0.7775, 0.7562]"
2822,two women standing in front of a large brick building,3242007318_01e82171aa.jpg,4,0.5255,0.6992,0.1737,"['3106340185_80d0cb770a.jpg', '3661659196_6ed90f96c0.jpg', '3565598162_56044bc2f7.jpg']","[0.6992, 0.5567, 0.5374]"
2823,two women stop to have their picture taken outside the chocolate factory,3242007318_01e82171aa.jpg,-1,0.2527,0.6481,0.3954,"['782401952_5bc5d3413a.jpg', '3145967019_1a83ebf712.jpg', '1859726819_9a793b3b44.jpg']","[0.6481, 0.6103, 0.5334]"
2824,two young ladies pose outside of a brick building and smile for the camera,3242007318_01e82171aa.jpg,-1,0.4708,0.7213,0.2506,"['3203707977_cc9448fecb.jpg', '3534824784_7133119316.jpg', '3231880001_193a579b97.jpg']","[0.7213, 0.7161, 0.6925]"
2825,a group of young children standing in a row leaning against a wall,3242718240_3358f2d6e6.jpg,4,0.6449,0.7433,0.0984,"['3197891333_b1b0fd1702.jpg', '2211593099_4a4f1c85d2.jpg', '979383193_0a542a059d.jpg']","[0.7433, 0.6894, 0.6518]"
2826,a group of six children stands smiling and laughing in front of a wall,3242718240_3358f2d6e6.jpg,3,0.7022,0.7426,0.0404,"['3254817653_632e840423.jpg', '3197891333_b1b0fd1702.jpg', '3242718240_3358f2d6e6.jpg']","[0.7426, 0.7183, 0.7022]"
2827,the six children are laughing,3242718240_3358f2d6e6.jpg,2,0.685,0.7458,0.0608,"['799431781_65dc312afc.jpg', '3242718240_3358f2d6e6.jpg', '2211593099_4a4f1c85d2.jpg']","[0.7458, 0.685, 0.6596]"
2828,a group of children dressed in costume pose for a picture,3242718240_3358f2d6e6.jpg,2,0.6848,0.7266,0.0418,"['3197891333_b1b0fd1702.jpg', '3242718240_3358f2d6e6.jpg', '2211593099_4a4f1c85d2.jpg']","[0.7266, 0.6848, 0.678]"
2829,a group of children stand against a building and smile,3242718240_3358f2d6e6.jpg,5,0.6156,0.7162,0.1006,"['3197891333_b1b0fd1702.jpg', '2211593099_4a4f1c85d2.jpg', '1454841725_4b6e6199e2.jpg']","[0.7162, 0.6887, 0.6671]"
2830,a boy wearing a blue parka green pants and white shoes is leaping in a ramp,3244734844_c318c29c23.jpg,-1,0.5283,0.7033,0.175,"['3348811097_0e09baa26f.jpg', '2868575889_2c030aa8ae.jpg', '2968135512_51fbb56e3e.jpg']","[0.7033, 0.6282, 0.6257]"
2831,a man performs a large jump,3244734844_c318c29c23.jpg,-1,0.2535,0.7024,0.4489,"['3240351042_5d29c94b0e.jpg', '2061354254_faa5bd294b.jpg', '2973638173_0dc21fd443.jpg']","[0.7024, 0.6854, 0.659]"
2832,a man wearing a blue jacket jumping from one concrete wall to the other,3244734844_c318c29c23.jpg,-1,0.4366,0.5855,0.1489,"['2968135512_51fbb56e3e.jpg', '3348811097_0e09baa26f.jpg', '3394586927_eae7732b64.jpg']","[0.5855, 0.5761, 0.5512]"
2833,a person in a blue jacket jumps off of a tan cement wall,3244734844_c318c29c23.jpg,10,0.5362,0.7106,0.1744,"['2351479551_e8820a1ff3.jpg', '2968135512_51fbb56e3e.jpg', '3348811097_0e09baa26f.jpg']","[0.7106, 0.6344, 0.6307]"
2834,someone in a blue coat and white sneakers is airborne,3244734844_c318c29c23.jpg,-1,0.2984,0.6095,0.3112,"['3357416302_fcfcdd7b86.jpg', '2973638173_0dc21fd443.jpg', '3254645823_a7c072481c.jpg']","[0.6095, 0.6057, 0.6043]"
2835,snowboarder on a pink board flying through the air,3248352729_ab264b2222.jpg,4,0.7531,0.8039,0.0507,"['3319899418_4bcf1b00d8.jpg', '3329169877_175cb16845.jpg', '3241965735_8742782a70.jpg']","[0.8039, 0.7841, 0.7572]"
2836,a snowboarder with a pink board jumping down a snow covered hill near trees,3248352729_ab264b2222.jpg,2,0.812,0.8321,0.0202,"['3329169877_175cb16845.jpg', '3248352729_ab264b2222.jpg', '3241965735_8742782a70.jpg']","[0.8321, 0.812, 0.7718]"
2837,a snowboarder jumps across a snowy hill,3248352729_ab264b2222.jpg,2,0.7819,0.7912,0.0093,"['3254645823_a7c072481c.jpg', '3248352729_ab264b2222.jpg', '3329169877_175cb16845.jpg']","[0.7912, 0.7819, 0.7513]"
2838,a person riding a snowboard with a pink bottom,3248352729_ab264b2222.jpg,7,0.6165,0.7032,0.0867,"['3329793486_afc16663cc.jpg', '3329169877_175cb16845.jpg', '3170551725_1276644eab.jpg']","[0.7032, 0.6962, 0.6871]"
2839,a snowboarder is jumping over a snowy hill,3248352729_ab264b2222.jpg,2,0.8004,0.8365,0.036,"['3254645823_a7c072481c.jpg', '3248352729_ab264b2222.jpg', '3329169877_175cb16845.jpg']","[0.8365, 0.8004, 0.7588]"
2840,a brown and white dog standing next to a smaller brown and white dog in front of a fence,3248408149_41a8dd90d3.jpg,-1,0.388,0.7164,0.3283,"['2419221084_01a14176b4.jpg', '2427558437_3e839056d7.jpg', '460935487_75b2da7854.jpg']","[0.7164, 0.7011, 0.677]"
2841,a brown and white dog stands on the sand to look at another dog,3248408149_41a8dd90d3.jpg,3,0.6503,0.7796,0.1293,"['2427558437_3e839056d7.jpg', '2768972186_92787cd523.jpg', '3248408149_41a8dd90d3.jpg']","[0.7796, 0.7411, 0.6503]"
2842,a large dog plays in the sand with a small dog,3248408149_41a8dd90d3.jpg,2,0.7555,0.7953,0.0398,"['2427558437_3e839056d7.jpg', '3248408149_41a8dd90d3.jpg', '2768972186_92787cd523.jpg']","[0.7953, 0.7555, 0.7538]"
2843,collie dog digs in sand,3248408149_41a8dd90d3.jpg,2,0.7212,0.7612,0.04,"['1526325728_74eb4153d8.jpg', '3248408149_41a8dd90d3.jpg', '2768972186_92787cd523.jpg']","[0.7612, 0.7212, 0.6718]"
2844,two dogs playing in the sand next to a fence,3248408149_41a8dd90d3.jpg,2,0.6865,0.725,0.0385,"['2427558437_3e839056d7.jpg', '3248408149_41a8dd90d3.jpg', '2434006663_207a284cec.jpg']","[0.725, 0.6865, 0.6557]"
2845,people are sitting on bleachers waving american flags,325005410_e1ff5041b5.jpg,6,0.5369,0.6406,0.1037,"['3225037367_a71fa86319.jpg', '1425919702_ddb761aeec.jpg', '3694219419_a7a83d4886.jpg']","[0.6406, 0.5972, 0.5816]"
2846,a group of people are at a convention waving american flags,325005410_e1ff5041b5.jpg,4,0.5993,0.7072,0.1078,"['3225037367_a71fa86319.jpg', '2928835996_88b9f9503d.jpg', '3451344589_6787bd06ef.jpg']","[0.7072, 0.6484, 0.6222]"
2847,people waving flags watch a game,325005410_e1ff5041b5.jpg,-1,0.4528,0.6011,0.1482,"['1425919702_ddb761aeec.jpg', '3380072636_4cd59385fd.jpg', '3694219419_a7a83d4886.jpg']","[0.6011, 0.5622, 0.5441]"
2848,a crowd of people are sitting in bleachers and some are holding american flags,325005410_e1ff5041b5.jpg,2,0.6489,0.7148,0.0659,"['3225037367_a71fa86319.jpg', '325005410_e1ff5041b5.jpg', '1425919702_ddb761aeec.jpg']","[0.7148, 0.6489, 0.6467]"
2849,a crowd of people some with flags at an event,325005410_e1ff5041b5.jpg,3,0.7151,0.7673,0.0522,"['3225037367_a71fa86319.jpg', '2928835996_88b9f9503d.jpg', '325005410_e1ff5041b5.jpg']","[0.7673, 0.7151, 0.7151]"
2850,two persons in midair snowboarding,3254645823_a7c072481c.jpg,3,0.6961,0.7063,0.0102,"['2272750492_91e8f67328.jpg', '2301867590_98c0ecb0cb.jpg', '3254645823_a7c072481c.jpg']","[0.7063, 0.6968, 0.6961]"
2851,two snowboarders are in the air over the snow,3254645823_a7c072481c.jpg,2,0.6837,0.757,0.0734,"['2301867590_98c0ecb0cb.jpg', '3254645823_a7c072481c.jpg', '3170551725_1276644eab.jpg']","[0.757, 0.6837, 0.6714]"
2853,two snowboarders in the air above snow,3254645823_a7c072481c.jpg,2,0.6957,0.7629,0.0671,"['2301867590_98c0ecb0cb.jpg', '3254645823_a7c072481c.jpg', '3170551725_1276644eab.jpg']","[0.7629, 0.6957, 0.6729]"
2857,a family picture,3254817653_632e840423.jpg,-1,0.2854,0.6606,0.3752,"['452419961_6d42ab7000.jpg', '503090187_8758ab5680.jpg', '2609847254_0ec40c1cce.jpg']","[0.6606, 0.5611, 0.5287]"
2858,a group of adults wear sweaters and have their hands in their pockets,3254817653_632e840423.jpg,-1,0.5161,0.6704,0.1543,"['2211593099_4a4f1c85d2.jpg', '3627676364_1dc9294ec5.jpg', '3631474374_e40764d153.jpg']","[0.6704, 0.624, 0.6182]"
2865,beautiful mountain scenery and a ski lift,3259110412_9908c45144.jpg,-1,0.5701,0.7286,0.1585,"['3340575518_137ce2695f.jpg', '3621647714_fc67ab2617.jpg', '3166578139_33500f7e8a.jpg']","[0.7286, 0.6838, 0.6696]"
2866,there is a pile of white snow,3259110412_9908c45144.jpg,-1,0.46,0.6353,0.1753,"['224273695_0b517bd0eb.jpg', '1428578577_82864facae.jpg', '1655781989_b15ab4cbff.jpg']","[0.6353, 0.6066, 0.5474]"
2867,a view of some large snowcapped mountains,3259110412_9908c45144.jpg,-1,0.5371,0.8006,0.2635,"['224273695_0b517bd0eb.jpg', '1428578577_82864facae.jpg', '3166578139_33500f7e8a.jpg']","[0.8006, 0.7989, 0.7602]"
2868,a rock face is covered with snow and ice,3259110412_9908c45144.jpg,-1,0.3137,0.7724,0.4587,"['116409198_0fe0c94f3b.jpg', '3287963317_186491ee78.jpg', '224273695_0b517bd0eb.jpg']","[0.7724, 0.7185, 0.6788]"
2869,a rocking climbing mountain inside a building,3259110412_9908c45144.jpg,-1,0.3902,0.6434,0.2532,"['236095031_5cb17dc54a.jpg', '466956675_a2fb6bf901.jpg', '1247181182_35cabd76f3.jpg']","[0.6434, 0.612, 0.5848]"
2870,a few players show off their jousting skills in a gym,3262386960_14f5d857db.jpg,2,0.633,0.6723,0.0393,"['3674168459_6245f4f658.jpg', '3262386960_14f5d857db.jpg', '2247192427_5e106f24a9.jpg']","[0.6723, 0.633, 0.612]"
2871,the people in the masks are fencing,3262386960_14f5d857db.jpg,8,0.4529,0.661,0.2082,"['3674168459_6245f4f658.jpg', '3631474374_e40764d153.jpg', '305199420_89f6ddd778.jpg']","[0.661, 0.5332, 0.5306]"
2872,two fencers in full gear duel in a gym,3262386960_14f5d857db.jpg,10,0.4562,0.635,0.1788,"['3649307685_60c1294d2a.jpg', '2845845721_d0bc113ff7.jpg', '2970183443_accd597e0a.jpg']","[0.635, 0.5539, 0.5387]"
2873,two fencers in gear fighting in a fencing class,3262386960_14f5d857db.jpg,6,0.4709,0.536,0.065,"['305199420_89f6ddd778.jpg', '3649307685_60c1294d2a.jpg', '3442978981_53bf1f45f3.jpg']","[0.536, 0.5241, 0.5072]"
2874,two fencers in white suits and black masks compete in a gymnasium setting,3262386960_14f5d857db.jpg,2,0.6699,0.7369,0.067,"['3674168459_6245f4f658.jpg', '3262386960_14f5d857db.jpg', '3442978981_53bf1f45f3.jpg']","[0.7369, 0.6699, 0.6537]"
2875,people hike in the snow surrounded by trees,3264650118_be7df266e7.jpg,8,0.5491,0.6822,0.1331,"['1655781989_b15ab4cbff.jpg', '413737417_b0a8b445e9.jpg', '2289096282_4ef120f189.jpg']","[0.6822, 0.6195, 0.6167]"
2876,crosscountry skiers are traveling through a snowy forest,3264650118_be7df266e7.jpg,2,0.6418,0.6682,0.0265,"['336551615_a01418bc53.jpg', '3264650118_be7df266e7.jpg', '1655781989_b15ab4cbff.jpg']","[0.6682, 0.6418, 0.6259]"
2878,a man crosscountry skis on a snowy path,3264650118_be7df266e7.jpg,2,0.7331,0.7568,0.0237,"['2339140905_9f625f140a.jpg', '3264650118_be7df266e7.jpg', '3621647714_fc67ab2617.jpg']","[0.7568, 0.7331, 0.7227]"
2879,a man skies on the snowy ground among trees,3264650118_be7df266e7.jpg,8,0.5785,0.6473,0.0688,"['3248352729_ab264b2222.jpg', '116409198_0fe0c94f3b.jpg', '3329169877_175cb16845.jpg']","[0.6473, 0.6034, 0.5959]"
2880,a dog holds a smaller animal in its mouth,3264678536_46601d25f0.jpg,3,0.6454,0.6714,0.026,"['472396131_6e97068d93.jpg', '2768972186_92787cd523.jpg', '3264678536_46601d25f0.jpg']","[0.6714, 0.6581, 0.6454]"
2881,a dog is nipping at the ear of another dog on a leash in a park,3264678536_46601d25f0.jpg,-1,0.4904,0.7227,0.2324,"['424506167_01f365726b.jpg', '2427558437_3e839056d7.jpg', '684375286_09cc1aa778.jpg']","[0.7227, 0.6373, 0.5967]"
2882,a large dog holding a smaller dog,3264678536_46601d25f0.jpg,6,0.6013,0.752,0.1507,"['2427558437_3e839056d7.jpg', '522486784_978021d537.jpg', '2768972186_92787cd523.jpg']","[0.752, 0.7011, 0.6928]"
2883,a small black and brown dog on a leash is jumping on a bigger tricolored dog on a leash,3264678536_46601d25f0.jpg,-1,0.5385,0.7248,0.1864,"['351876121_c7c0221928.jpg', '909808296_23c427022d.jpg', '2419221084_01a14176b4.jpg']","[0.7248, 0.7096, 0.6711]"
2884,a small dog jumps up to play with a larger dog,3264678536_46601d25f0.jpg,-1,0.4186,0.7312,0.3126,"['2419221084_01a14176b4.jpg', '2902486045_6298eb22ef.jpg', '351876121_c7c0221928.jpg']","[0.7312, 0.6897, 0.6701]"
2885,two dogs are standing in snow the smaller one barking at the larger one,3266306177_7994dc2865.jpg,7,0.5945,0.7092,0.1147,"['1287931016_fb015e2e10.jpg', '412101267_7257e6d8c0.jpg', '1067790824_f3cc97239b.jpg']","[0.7092, 0.7039, 0.6994]"
